species,locus,accession,seq_len,sci_name,ncbi_name,ncbi_taxid,outgroup_status
Serpocaulon_polystichum,rbcL,EF551077,1315,Serpocaulon polystichum (Link) A. R. Sm.,Serpocaulon polystichum (Link) A.R.Sm.,463352,in
Serpocaulon_polystichum,rps4,EF551109,585,Serpocaulon polystichum (Link) A. R. Sm.,Serpocaulon polystichum (Link) A.R.Sm.,463352,in
Serpocaulon_polystichum,rps4-trnS,EF551109,633,Serpocaulon polystichum (Link) A. R. Sm.,Serpocaulon polystichum (Link) A.R.Sm.,463352,in
Serpocaulon_polystichum,trnL-trnF,EF551147,278,Serpocaulon polystichum (Link) A. R. Sm.,Serpocaulon polystichum (Link) A.R.Sm.,463352,in
Serpocaulon_ptilorhizon,rbcL,AY362611,1320,Serpocaulon ptilorhizon (Christ) A. R. Sm.,Serpocaulon ptilorhizon (Christ) A.R.Sm.,104289,in
Serpocaulon_richardii,rbcL,DQ227291,721,Serpocaulon richardii (Klotzsch) A. R. Sm.,Serpocaulon richardii (Klotzsch) A.R.Sm.,349433,in
Serpocaulon_richardii,rps4,DQ151929,563,Serpocaulon richardii (Klotzsch) A. R. Sm.,Serpocaulon richardii (Klotzsch) A.R.Sm.,349433,in
Serpocaulon_richardii,rps4-trnS,DQ151929,618,Serpocaulon richardii (Klotzsch) A. R. Sm.,Serpocaulon richardii (Klotzsch) A.R.Sm.,349433,in
Serpocaulon_richardii,trnL-trnF,DQ151956,260,Serpocaulon richardii (Klotzsch) A. R. Sm.,Serpocaulon richardii (Klotzsch) A.R.Sm.,349433,in
Serpocaulon_sessilifolium,rbcL,DQ151924,1268,Serpocaulon sessilifolium (Desv.) A. R. Sm.,Serpocaulon sessilifolium (Desv.) A.R.Sm.,349429,in
Serpocaulon_silvulae,rbcL,DQ151925,1336,Serpocaulon silvulae (M. Kessler & A. R. Sm.) A. R. Sm.,Serpocaulon silvulae (M.Kessler & A.R.Sm.) A.R.Sm.,349430,in
Serpocaulon_silvulae,rps4,DQ151952,567,Serpocaulon silvulae (M. Kessler & A. R. Sm.) A. R. Sm.,Serpocaulon silvulae (M.Kessler & A.R.Sm.) A.R.Sm.,349430,in
Serpocaulon_silvulae,rps4-trnS,DQ151952,655,Serpocaulon silvulae (M. Kessler & A. R. Sm.) A. R. Sm.,Serpocaulon silvulae (M.Kessler & A.R.Sm.) A.R.Sm.,349430,in
Serpocaulon_silvulae,trnL-trnF,DQ151979,295,Serpocaulon silvulae (M. Kessler & A. R. Sm.) A. R. Sm.,Serpocaulon silvulae (M.Kessler & A.R.Sm.) A.R.Sm.,349430,in
Serpocaulon_subandinum,rbcL,DQ151921,1314,Serpocaulon subandinum (Sodiro) A. R. Sm.,Serpocaulon subandinum (Sodiro) A.R.Sm.,349428,in
Serpocaulon_subandinum,rps4,DQ151947,563,Serpocaulon subandinum (Sodiro) A. R. Sm.,Serpocaulon subandinum (Sodiro) A.R.Sm.,349428,in
Serpocaulon_subandinum,rps4-trnS,DQ151946,626,Serpocaulon subandinum (Sodiro) A. R. Sm.,Serpocaulon subandinum (Sodiro) A.R.Sm.,349428,in
Serpocaulon_subandinum,trnL-trnF,DQ151973,289,Serpocaulon subandinum (Sodiro) A. R. Sm.,Serpocaulon subandinum (Sodiro) A.R.Sm.,349428,in
Serpocaulon_triseriale,atpA,EF463850,1506,Serpocaulon triseriale (Sw.) A. R. Sm.,Serpocaulon triseriale (Sw.) A.R.Sm.,253793,in
Serpocaulon_triseriale,atpB,EF463516,1278,Serpocaulon triseriale (Sw.) A. R. Sm.,Serpocaulon triseriale (Sw.) A.R.Sm.,253793,in
Serpocaulon_triseriale,rbcL,EF463263,1308,Serpocaulon triseriale (Sw.) A. R. Sm.,Serpocaulon triseriale (Sw.) A.R.Sm.,253793,in
Serpocaulon_triseriale,rps4,DQ151953,513,Serpocaulon triseriale (Sw.) A. R. Sm.,Serpocaulon triseriale (Sw.) A.R.Sm.,253793,in
Serpocaulon_triseriale,rps4-trnS,DQ151953,624,Serpocaulon triseriale (Sw.) A. R. Sm.,Serpocaulon triseriale (Sw.) A.R.Sm.,253793,in
Serpocaulon_triseriale,trnL-trnF,DQ151980,324,Serpocaulon triseriale (Sw.) A. R. Sm.,Serpocaulon triseriale (Sw.) A.R.Sm.,253793,in
Serpocaulon_vacillans,rbcL,DQ151927,407,Serpocaulon vacillans (Link) A. R. Sm.,Serpocaulon vacillans (Link) A.R.Sm.,349431,in
Serpocaulon_vacillans,rps4,DQ151954,563,Serpocaulon vacillans (Link) A. R. Sm.,Serpocaulon vacillans (Link) A.R.Sm.,349431,in
Serpocaulon_vacillans,rps4-trnS,DQ151954,651,Serpocaulon vacillans (Link) A. R. Sm.,Serpocaulon vacillans (Link) A.R.Sm.,349431,in
Serpocaulon_vacillans,trnL-trnF,DQ151981,271,Serpocaulon vacillans (Link) A. R. Sm.,Serpocaulon vacillans (Link) A.R.Sm.,349431,in
Serpocaulon_wagneri,rbcL,DQ151928,1335,Serpocaulon wagneri (Mett.) A. R. Sm.,Serpocaulon wagneri (Mett.) A.R.Sm.,349432,in
Serpocaulon_wagneri,rps4,DQ151955,563,Serpocaulon wagneri (Mett.) A. R. Sm.,Serpocaulon wagneri (Mett.) A.R.Sm.,349432,in
Serpocaulon_wagneri,rps4-trnS,DQ151955,640,Serpocaulon wagneri (Mett.) A. R. Sm.,Serpocaulon wagneri (Mett.) A.R.Sm.,349432,in
Serpocaulon_wagneri,trnL-trnF,DQ151982,334,Serpocaulon wagneri (Mett.) A. R. Sm.,Serpocaulon wagneri (Mett.) A.R.Sm.,349432,in
Sphaeropteris_aciculosa,rbcL,KP337962,1271,Sphaeropteris aciculosa (Copel.) R. M. Tryon,Sphaeropteris aciculosa (Copel.) R.M.Tryon,1710838,in
Sphaeropteris_aeneifolia,rbcL,AM410185,1309,Sphaeropteris aeneifolia (Alderw.) R. M. Tryon,Sphaeropteris aeneifolia (Alderw.) R.M.Tryon,411291,in
Sphaeropteris_aeneifolia,trnL-trnF,AM410303,935,Sphaeropteris aeneifolia (Alderw.) R. M. Tryon,Sphaeropteris aeneifolia (Alderw.) R.M.Tryon,411291,in
Sphaeropteris_albifrons,rbcL,AM410214,1309,Sphaeropteris albifrons (Vieill. ex E. Fourn.) R. M. Tryon,Sphaeropteris albifrons (Fourn.) R.M.Tryon,411292,in
Sphaeropteris_albifrons,trnL-trnF,AM410342,928,Sphaeropteris albifrons (Vieill. ex E. Fourn.) R. M. Tryon,Sphaeropteris albifrons (Fourn.) R.M.Tryon,411292,in
Sphaeropteris_angiensis,rbcL,KP337955,1295,Sphaeropteris angiensis (A. Gepp) R. M. Tryon,Sphaeropteris angiensis (Gepp) R.M.Tryon,1710839,in
Sphaeropteris_atrospinosa,trnL-trnF,MN155693,864,Sphaeropteris atrospinosa (Holttum) R. M. Tryon,Sphaeropteris atrospinosa (Holttum) R.M.Tryon,2598382,in
Sphaeropteris_atrox,rbcL,AM410225,1309,Sphaeropteris atrox (C. Chr.) R. M. Tryon,Sphaeropteris atrox (C.Chr.) R.M.Tryon,411293,in
Sphaeropteris_atrox,trnL-trnF,AM410353,936,Sphaeropteris atrox (C. Chr.) R. M. Tryon,Sphaeropteris atrox (C.Chr.) R.M.Tryon,411293,in
Sphaeropteris_auriculifera,atpA,AM176456,1514,Sphaeropteris auriculifera (Copel.) R. M. Tryon,Sphaeropteris auriculifera (Copel.) R.M.Tryon,361554,in
Sphaeropteris_auriculifera,atpB,AM176615,1482,Sphaeropteris auriculifera (Copel.) R. M. Tryon,Sphaeropteris auriculifera (Copel.) R.M.Tryon,361554,in
Sphaeropteris_auriculifera,rbcL,AM177348,1309,Sphaeropteris auriculifera (Copel.) R. M. Tryon,Sphaeropteris auriculifera (Copel.) R.M.Tryon,361554,in
Sphaeropteris_auriculifera,rps4,AM176504,603,Sphaeropteris auriculifera (Copel.) R. M. Tryon,Sphaeropteris auriculifera (Copel.) R.M.Tryon,361554,in
Sphaeropteris_auriculifera,rps4-trnS,AM176504,225,Sphaeropteris auriculifera (Copel.) R. M. Tryon,Sphaeropteris auriculifera (Copel.) R.M.Tryon,361554,in
Sphaeropteris_auriculifera,trnL-trnF,AM410334,962,Sphaeropteris auriculifera (Copel.) R. M. Tryon,Sphaeropteris auriculifera (Copel.) R.M.Tryon,361554,in
Sphaeropteris_australis,rbcL,AM410215,1309,Sphaeropteris australis (C. Presl) R. M. Tryon,Cyathea leichhardtiana (F.Muell.) Copel.,411299,in
Sphaeropteris_australis,trnL-trnF,AM410343,946,Sphaeropteris australis (C. Presl) R. M. Tryon,Cyathea leichhardtiana (F.Muell.) Copel.,411299,in
Sphaeropteris_brackenridgei,rbcL,KP338001,1295,Sphaeropteris brackenridgei (Mett.) R. M. Tryon,Sphaeropteris brackenridgei (Mett.) R.M.Tryon,1710840,in
Sphaeropteris_brunei,atpA,AM176457,1514,Sphaeropteris brunei (Christ) R. M. Tryon,Sphaeropteris brunei (Christ) R.M.Tryon,361555,in
Sphaeropteris_brunei,atpB,AM176616,1482,Sphaeropteris brunei (Christ) R. M. Tryon,Sphaeropteris brunei (Christ) R.M.Tryon,361555,in
Sphaeropteris_brunei,rbcL,AM177349,1308,Sphaeropteris brunei (Christ) R. M. Tryon,Sphaeropteris brunei (Christ) R.M.Tryon,361555,in
Sphaeropteris_brunei,rps4,AM176505,592,Sphaeropteris brunei (Christ) R. M. Tryon,Sphaeropteris brunei (Christ) R.M.Tryon,361555,in
Sphaeropteris_brunei,rps4-trnS,AM176505,225,Sphaeropteris brunei (Christ) R. M. Tryon,Sphaeropteris brunei (Christ) R.M.Tryon,361555,in
Sphaeropteris_brunei,trnL-trnF,AM410301,1005,Sphaeropteris brunei (Christ) R. M. Tryon,Sphaeropteris brunei (Christ) R.M.Tryon,361555,in
Sphaeropteris_brunoniana,plastome,MT543220,67020,Sphaeropteris brunoniana (Wall. ex Hook.) R. M. Tryon,Sphaeropteris brunoniana (Hook.) R.M.Tryon,204593,in
Sphaeropteris_capitata,atpA,EF463642,1506,Sphaeropteris capitata (Copel.) R. M. Tryon,Sphaeropteris capitata (Copel.) R.M.Tryon,411294,in
Sphaeropteris_capitata,atpB,EF463366,1183,Sphaeropteris capitata (Copel.) R. M. Tryon,Sphaeropteris capitata (Copel.) R.M.Tryon,411294,in
Sphaeropteris_capitata,rbcL,AM410192,1309,Sphaeropteris capitata (Copel.) R. M. Tryon,Sphaeropteris capitata (Copel.) R.M.Tryon,411294,in
Sphaeropteris_capitata,trnL-trnF,AM410311,1009,Sphaeropteris capitata (Copel.) R. M. Tryon,Sphaeropteris capitata (Copel.) R.M.Tryon,411294,in
Sphaeropteris_celebica,atpA,EF463643,1506,Sphaeropteris celebica (Blume) R. M. Tryon,Sphaeropteris celebica (Blume) R.M.Tryon,411295,in
Sphaeropteris_celebica,atpB,EF463367,1183,Sphaeropteris celebica (Blume) R. M. Tryon,Sphaeropteris celebica (Blume) R.M.Tryon,411295,in
Sphaeropteris_celebica,rbcL,AM410195,1309,Sphaeropteris celebica (Blume) R. M. Tryon,Sphaeropteris celebica (Blume) R.M.Tryon,411295,in
Sphaeropteris_celebica,trnL-trnF,AM410317,444,Sphaeropteris celebica (Blume) R. M. Tryon,Sphaeropteris celebica (Blume) R.M.Tryon,411295,in
Sphaeropteris_cooperi,atpA,JF690125,1524,Sphaeropteris cooperi (F. Muell.) R. M. Tryon,Sphaeropteris cooperi (F.Muell.) R.M.Tryon,49500,in
Sphaeropteris_cooperi,rbcL,HM347350,1402,Sphaeropteris cooperi (F. Muell.) R. M. Tryon,Sphaeropteris cooperi (F.Muell.) R.M.Tryon,49500,in
Sphaeropteris_cooperi,trnL-trnF,JF742607,896,Sphaeropteris cooperi (F. Muell.) R. M. Tryon,Sphaeropteris cooperi (F.Muell.) R.M.Tryon,49500,in
Sphaeropteris_cuatrecasasii,trnL-trnF,MN155707,949,Sphaeropteris cuatrecasasii R. M. Tryon,Sphaeropteris cuatrecasasii R.M.Tryon,2598374,in
Sphaeropteris_elmeri,trnL-trnF,MN155709,885,Sphaeropteris elmeri (Copel.) R. M. Tryon,Sphaeropteris elmeri (Copel.) R.M.Tryon,2598384,in
Sphaeropteris_excelsa,rbcL,AM410213,1309,Sphaeropteris excelsa (Endl.) R. M. Tryon,Sphaeropteris excelsa (R.Br. ex Endl.) R.M.Tryon,411296,in
Sphaeropteris_excelsa,trnL-trnF,AM410341,920,Sphaeropteris excelsa (Endl.) R. M. Tryon,Sphaeropteris excelsa (R.Br. ex Endl.) R.M.Tryon,411296,in
Sphaeropteris_feani,rbcL,MT216117,1309,Sphaeropteris feani (E. D. Br.) R. M. Tryon,Sphaeropteris feani (E.Brown) R.M.Tryon,2598385,in
Sphaeropteris_felina,rbcL,KP338000,1295,Sphaeropteris felina (Roxb.) Pic. Serm.,Sphaeropteris felina (Roxb.) Pic.Serm.,1710841,in
Sphaeropteris_gardneri,trnL-trnF,MN155713,940,Sphaeropteris gardneri (Hook.) R. M. Tryon,Sphaeropteris gardneri (Hook.) R.M.Tryon,2598375,in
Sphaeropteris_glauca,rbcL,AM410193,1309,Sphaeropteris glauca (Blume) R. M. Tryon,Sphaeropteris glauca (Blume) R.M.Tryon,411297,in
Sphaeropteris_glauca,trnL-trnF,AM410312,793,Sphaeropteris glauca (Blume) R. M. Tryon,Sphaeropteris glauca (Blume) R.M.Tryon,411297,in
Sphaeropteris_horrida,atpA,EF463644,1506,Sphaeropteris horrida (Liebm.) R. M. Tryon,Sphaeropteris horrida (Liebm.) R.M.Tryon,411298,in
Sphaeropteris_horrida,atpB,EF463368,1183,Sphaeropteris horrida (Liebm.) R. M. Tryon,Sphaeropteris horrida (Liebm.) R.M.Tryon,411298,in
Sphaeropteris_horrida,rbcL,AM410200,1309,Sphaeropteris horrida (Liebm.) R. M. Tryon,Sphaeropteris horrida (Liebm.) R.M.Tryon,411298,in
Sphaeropteris_horrida,trnL-trnF,AM410327,997,Sphaeropteris horrida (Liebm.) R. M. Tryon,Sphaeropteris horrida (Liebm.) R.M.Tryon,411298,in
Sphaeropteris_insignis,trnL-trnF,MN155715,951,Sphaeropteris insignis (D. C. Eaton) R. M. Tryon,Sphaeropteris insignis (D.C.Eaton) R.M.Tryon,2598376,in
Sphaeropteris_intermedia,rbcL,KP337960,1295,Sphaeropteris intermedia (Mett.) R. M. Tryon,Sphaeropteris intermedia (Mett.) R.M.Tryon,1710843,in
Sphaeropteris_intermedia,trnL-trnF,MN155717,882,Sphaeropteris intermedia (Mett.) R. M. Tryon,Sphaeropteris intermedia (Mett.) R.M.Tryon,1710843,in
Sphaeropteris_lepifera,plastome,MN623357,66983,Sphaeropteris lepifera (J. Sm. ex Hook.) R. M. Tryon,Cyathea lepifera (J.Sm. ex Hook.) Copel.,29636,in
Sphaeropteris_lunulata,rbcL,KP337951,1295,Sphaeropteris lunulata (G. Forst.) R. M. Tryon,Sphaeropteris lunulata (Forst.) R.M.Tryon,1710844,in
Sphaeropteris_marginata,trnL-trnF,MN155722,944,Sphaeropteris marginata (Brause) R. M. Tryon,Sphaeropteris marginata (Brause) R.M.Tryon,2598386,in
Sphaeropteris_medullaris,atpA,AM176458,1514,Sphaeropteris medullaris (G. Forst.) Bernh.,Sphaeropteris medullaris (G.Forst.) Bernh.,361556,in
Sphaeropteris_medullaris,atpB,AM176617,1482,Sphaeropteris medullaris (G. Forst.) Bernh.,Sphaeropteris medullaris (G.Forst.) Bernh.,361556,in
Sphaeropteris_medullaris,rbcL,AM177350,1309,Sphaeropteris medullaris (G. Forst.) Bernh.,Sphaeropteris medullaris (G.Forst.) Bernh.,361556,in
Sphaeropteris_medullaris,rps4,AM176506,602,Sphaeropteris medullaris (G. Forst.) Bernh.,Sphaeropteris medullaris (G.Forst.) Bernh.,361556,in
Sphaeropteris_medullaris,rps4-trnS,AM176506,225,Sphaeropteris medullaris (G. Forst.) Bernh.,Sphaeropteris medullaris (G.Forst.) Bernh.,361556,in
Sphaeropteris_medullaris,trnL-trnF,AM410313,751,Sphaeropteris medullaris (G. Forst.) Bernh.,Sphaeropteris medullaris (G.Forst.) Bernh.,361556,in
Sphaeropteris_megalosora,atpA,EF463646,1506,Sphaeropteris megalosora (Copel.) R. M. Tryon,Sphaeropteris megalosora (Copel.) R.M.Tryon,411300,in
Sphaeropteris_megalosora,atpB,EF463369,1278,Sphaeropteris megalosora (Copel.) R. M. Tryon,Sphaeropteris megalosora (Copel.) R.M.Tryon,411300,in
Sphaeropteris_megalosora,rbcL,AM410190,1309,Sphaeropteris megalosora (Copel.) R. M. Tryon,Sphaeropteris megalosora (Copel.) R.M.Tryon,411300,in
Sphaeropteris_megalosora,trnL-trnF,AM410309,1005,Sphaeropteris megalosora (Copel.) R. M. Tryon,Sphaeropteris megalosora (Copel.) R.M.Tryon,411300,in
Sphaeropteris_mertensiana,rbcL,AB574752,1205,Sphaeropteris mertensiana (Kunze) R. M. Tryon,Cyathea mertensiana (Kunze) Copel.,872494,in
Sphaeropteris_microlepidota,trnL-trnF,MN155728,942,Sphaeropteris microlepidota (Copel.) R. M. Tryon,Sphaeropteris microlepidota (Copel.) R.M.Tryon,2598388,in
Sphaeropteris_moluccana,rbcL,KY858754,1309,Sphaeropteris moluccana (Desv.) R. M. Tryon,Sphaeropteris moluccana (Desv.) R.M.Tryon,1710845,in
Sphaeropteris_moluccana,trnL-trnF,KY858924,986,Sphaeropteris moluccana (Desv.) R. M. Tryon,Sphaeropteris moluccana (Desv.) R.M.Tryon,1710845,in
Sphaeropteris_nigricans,rbcL,MT657763,1309,Sphaeropteris nigricans (Mett.) R. M. Tryon,Sphaeropteris nigricans (Mett.) R.M.Tryon,2598389,in
Sphaeropteris_novae-caledoniae,atpA,AM176459,1514,Sphaeropteris novae-caledoniae (Mett. ex E. Fourn.) R. M. Tryon,Sphaeropteris novaecaledoniae (Mett.) R.M.Tryon,361557,in
Sphaeropteris_novae-caledoniae,atpB,AM176618,1482,Sphaeropteris novae-caledoniae (Mett. ex E. Fourn.) R. M. Tryon,Sphaeropteris novaecaledoniae (Mett.) R.M.Tryon,361557,in
Sphaeropteris_novae-caledoniae,rbcL,AM177351,1309,Sphaeropteris novae-caledoniae (Mett. ex E. Fourn.) R. M. Tryon,Sphaeropteris novaecaledoniae (Mett.) R.M.Tryon,361557,in
Sphaeropteris_novae-caledoniae,rps4,AM176507,603,Sphaeropteris novae-caledoniae (Mett. ex E. Fourn.) R. M. Tryon,Sphaeropteris novaecaledoniae (Mett.) R.M.Tryon,361557,in
Sphaeropteris_novae-caledoniae,rps4-trnS,AM176507,225,Sphaeropteris novae-caledoniae (Mett. ex E. Fourn.) R. M. Tryon,Sphaeropteris novaecaledoniae (Mett.) R.M.Tryon,361557,in
Sphaeropteris_novae-caledoniae,trnL-trnF,AM410333,1002,Sphaeropteris novae-caledoniae (Mett. ex E. Fourn.) R. M. Tryon,Sphaeropteris novaecaledoniae (Mett.) R.M.Tryon,361557,in
Sphaeropteris_persquamulifera,trnL-trnF,MN155730,865,Sphaeropteris persquamulifera (Alderw.) R. M. Tryon,Sphaeropteris persquamulifera (Alderw.) R.M.Tryon,2598390,in
Sphaeropteris_philippinensis,rbcL,KP337987,1293,Sphaeropteris philippinensis (Baker) R. M. Tryon,Sphaeropteris philippinensis (Baker) R.M.Tryon,1710846,in
Sphaeropteris_pilulifera,rbcL,KP337970,1259,Sphaeropteris pilulifera (Copel.) R. M. Tryon,Sphaeropteris pilulifera (Copel.) R.M.Tryon,1710847,in
Sphaeropteris_polypoda,rbcL,AM410191,1309,Sphaeropteris polypoda (Baker) R. M. Tryon,Sphaeropteris polypoda (Baker) R.M.Tryon,411301,in
Sphaeropteris_polypoda,trnL-trnF,AM410310,992,Sphaeropteris polypoda (Baker) R. M. Tryon,Sphaeropteris polypoda (Baker) R.M.Tryon,411301,in
Sphaeropteris_procera,rbcL,MH826701,553,Sphaeropteris procera (Brause) R. M. Tryon,Sphaeropteris procera (Brause) R.M.Tryon,2598391,in
Sphaeropteris_procera,trnL-trnF,MN155733,951,Sphaeropteris procera (Brause) R. M. Tryon,Sphaeropteris procera (Brause) R.M.Tryon,2598391,in
Sphaeropteris_propinqua,rbcL,MT657764,1309,Sphaeropteris propinqua (Mett.) R. M. Tryon,Cyathea affinis Brack.,2853751,in
Sphaeropteris_pulcherrima,rbcL,KP337971,1281,Sphaeropteris pulcherrima (Copel.) R. M. Tryon,Sphaeropteris pulcherrima (Copel.) R.M.Tryon,1710849,in
Sphaeropteris_quindiuensis,matK,KR270523,711,Sphaeropteris quindiuensis (H. Karst.) R. M. Tryon,Sphaeropteris quindiuensis (H.Karst.) R.M.Tryon,1671976,in
Sphaeropteris_quindiuensis,rbcL,KR082863,621,Sphaeropteris quindiuensis (H. Karst.) R. M. Tryon,Sphaeropteris quindiuensis (H.Karst.) R.M.Tryon,1671976,in
Sphaeropteris_robusta,atpA,EF463647,1506,Sphaeropteris robusta (C. Moore ex Watts) R. M. Tryon,Sphaeropteris robusta (Watts) R.M.Tryon,411302,in
Sphaeropteris_robusta,atpB,EF463370,1183,Sphaeropteris robusta (C. Moore ex Watts) R. M. Tryon,Sphaeropteris robusta (Watts) R.M.Tryon,411302,in
Sphaeropteris_robusta,rbcL,AM410187,1309,Sphaeropteris robusta (C. Moore ex Watts) R. M. Tryon,Sphaeropteris robusta (Watts) R.M.Tryon,411302,in
Sphaeropteris_robusta,trnL-trnF,AM410307,938,Sphaeropteris robusta (C. Moore ex Watts) R. M. Tryon,Sphaeropteris robusta (Watts) R.M.Tryon,411302,in
Sphaeropteris_rosenstockii,rbcL,KP337972,1286,Sphaeropteris rosenstockii (Brause) R. M. Tryon,Sphaeropteris rosenstockii (Brause) R.M.Tryon,1710850,in
Sphaeropteris_runensis,trnL-trnF,MN155741,945,Sphaeropteris runensis (Alderw.) R. M. Tryon,Sphaeropteris runensis (Alderw.) R.M.Tryon,2598392,in
Sphaeropteris_setifera,trnL-trnF,MH213740,978,Sphaeropteris setifera (Holttum) R. M. Tryon,Sphaeropteris setifera (Holttum) R.M.Tryon,2508680,in
Sphaeropteris_squamulata,rbcL,KP337989,1295,Sphaeropteris squamulata (Blume) R. M. Tryon,Sphaeropteris squamulata (Blume) R.M.Tryon,1710851,in
Sphaeropteris_tenggerensis,trnL-trnF,MN155745,864,Sphaeropteris tenggerensis (Rosenst.) R. M. Tryon,Sphaeropteris tenggerensis (Rosenst.) R.M.Tryon,2598393,in
Sphaeropteris_tomentosissima,atpA,AM176460,1514,Sphaeropteris tomentosissima (Copel.) R. M. Tryon,Sphaeropteris tomentosissima (Copel.) R.M.Tryon,361558,in
Sphaeropteris_tomentosissima,atpB,AM176619,1482,Sphaeropteris tomentosissima (Copel.) R. M. Tryon,Sphaeropteris tomentosissima (Copel.) R.M.Tryon,361558,in
Sphaeropteris_tomentosissima,rbcL,AM177352,1309,Sphaeropteris tomentosissima (Copel.) R. M. Tryon,Sphaeropteris tomentosissima (Copel.) R.M.Tryon,361558,in
Sphaeropteris_tomentosissima,rps4,AM176508,603,Sphaeropteris tomentosissima (Copel.) R. M. Tryon,Sphaeropteris tomentosissima (Copel.) R.M.Tryon,361558,in
Sphaeropteris_tomentosissima,rps4-trnS,AM176508,225,Sphaeropteris tomentosissima (Copel.) R. M. Tryon,Sphaeropteris tomentosissima (Copel.) R.M.Tryon,361558,in
Sphaeropteris_tomentosissima,trnL-trnF,AM410304,936,Sphaeropteris tomentosissima (Copel.) R. M. Tryon,Sphaeropteris tomentosissima (Copel.) R.M.Tryon,361558,in
Sphaeropteris_trichodesma,rbcL,KP337943,1295,Sphaeropteris trichodesma (Scort. ex Bedd.) R. M. Tryon,Sphaeropteris trichodesma (Bedd.) R.M.Tryon,1710852,in
Sphaeropteris_tripinnata,trnL-trnF,MN155746,880,Sphaeropteris tripinnata (Copel.) R. M. Tryon,Sphaeropteris tripinnata (Copel.) R.M.Tryon,2598394,in
Sphaeropteris_tripinnatifida,rbcL,KP337973,1208,Sphaeropteris tripinnatifida (Wall. ex Roxb.) R. M. Tryon,Sphaeropteris tripinnatifida (Roxb.) R.M.Tryon,1710853,in
Sphaeropteris_truncata,rbcL,KP338008,1295,Sphaeropteris truncata (Brack.) R. M. Tryon,Sphaeropteris truncata (Brack.) R.M.Tryon,1710854,in
Sphaeropteris_vittata,rbcL,KP338011,1295,Sphaeropteris vittata (Copel.) R. M. Tryon,Sphaeropteris vittata (Copel.) R.M.Tryon,1710855,in
Sphaeropteris_werneri,rbcL,KP337974,1220,Sphaeropteris werneri (Rosenst.) R. M. Tryon,Sphaeropteris werneri (Rosenst.) R.M.Tryon,1710856,in
Sphaerostephanos_arbuscula,rbcL,KF992516,1263,Sphaerostephanos arbuscula (Willd.) Holttum,Sphaerostephanos arbuscula (Willd.) Holttum,1521241,in
Sphaerostephanos_elatus,rbcL,KF992517,1262,Sphaerostephanos elatus (Bojer) Holttum,Sphaerostephanos elatus (Bory ex Willd.) Holttum,1521242,in
Sphaerostephanos_heterocarpos,rbcL,MT657519,1309,Sphaerostephanos heterocarpos (Blume) Holttum,Sphaerostephanos heterocarpus (Blume) Holttum,1729522,in
Sphaerostephanos_larutensis,rps4,KT805118,555,Sphaerostephanos larutensis (Bedd.) C. Chr.,Sphaerostephanos larutensis (Bedd.) C.Chr,1729523,in
Sphaerostephanos_larutensis,rps4-trnS,KT805118,532,Sphaerostephanos larutensis (Bedd.) C. Chr.,Sphaerostephanos larutensis (Bedd.) C.Chr,1729523,in
Sphaerostephanos_larutensis,trnL-trnF,KT805052,834,Sphaerostephanos larutensis (Bedd.) C. Chr.,Sphaerostephanos larutensis (Bedd.) C.Chr,1729523,in
Sphaerostephanos_penniger,rps4,KT805119,556,Sphaerostephanos penniger (Hook.) Holttum,Sphaerostephanos penniger (Hook.) Holttum,173898,in
Sphaerostephanos_penniger,rps4-trnS,KT805119,532,Sphaerostephanos penniger (Hook.) Holttum,Sphaerostephanos penniger (Hook.) Holttum,173898,in
Sphaerostephanos_penniger,trnL-trnF,KT805053,847,Sphaerostephanos penniger (Hook.) Holttum,Sphaerostephanos penniger (Hook.) Holttum,173898,in
Sphaerostephanos_polycarpus,rbcL,MT657523,1309,Sphaerostephanos polycarpus (Blume) Copel.,Sphaerostephanos polycarpus (Blume) Copel.,1729524,in
Sphaerostephanos_subpectinatus,rbcL,MT216126,1309,Sphaerostephanos subpectinatus (Copel.) Holttum,Sphaerostephanos subpectinatus (Copel.) Holttum,2053885,in
Sphaerostephanos_taiwanensis,rbcL,AB575042,1205,Sphaerostephanos taiwanensis (C. Chr.) Holttum ex Kuo,Sphaerostephanos taiwanensis (C.Chr.) Holttum ex C.M.Kuo,173913,in
Sphaerostephanos_taiwanensis,rps4,AF425187,573,Sphaerostephanos taiwanensis (C. Chr.) Holttum ex Kuo,Sphaerostephanos taiwanensis (C.Chr.) Holttum ex C.M.Kuo,173913,in
Sphaerostephanos_taiwanensis,rps4-trnS,KT805121,491,Sphaerostephanos taiwanensis (C. Chr.) Holttum ex Kuo,Sphaerostephanos taiwanensis (C.Chr.) Holttum ex C.M.Kuo,173913,in
Sphaerostephanos_taiwanensis,trnL-trnF,KT805055,822,Sphaerostephanos taiwanensis (C. Chr.) Holttum ex Kuo,Sphaerostephanos taiwanensis (C.Chr.) Holttum ex C.M.Kuo,173913,in
Sphenomeris_clavata,atpA,HQ157267,1506,Sphenomeris clavata (L.) Maxon,Sphenomeris clavata (L.) Maxon,866271,in
Sphenomeris_clavata,atpB,HQ157272,1207,Sphenomeris clavata (L.) Maxon,Sphenomeris clavata (L.) Maxon,866271,in
Sphenomeris_clavata,rbcL,HQ157301,910,Sphenomeris clavata (L.) Maxon,Sphenomeris clavata (L.) Maxon,866271,in
